;bname;gname;RNAP_1.0X_60min_1;RNAP_1.0X_60min_2;RNAP_1.0X_60min_3;RNAP_1.0X_125min_1;RNAP_1.0X_125min_2;RNAP_1.0X_125min_3;RNAP_0.5X_60min_1;RNAP_0.5X_60min_2;RNAP_0.5X_60min_3;RNAP_0.5X_125min_1;RNAP_0.5X_125min_2;RNAP_0.5X_125min_3;RNAP_0.25X_1;RNAP_0.25X_2;RNAP_0.25X_3;RNAP_0.5X_1;RNAP_0.5X_2;RNAP_0.5X_3;RNAP_0.75X_1;RNAP_0.75X_2;RNAP_0.75X_3;RNAP_1.0X_1;RNAP_1.0X_2;RNAP_1.0X_3;Start;End;Orientation;Length;Chr
3365;b3329;gspH;11.2154402146589;9.4791286374325;4.32534759337423;9.9592102525016;10.7312341823917;10.7280880402424;15.7702881769993;8.56167348791089;14.355777316535;8.24690643424869;8.79144195843105;19.4192656256529;7.58695055478344;10.1770905413368;7.17441452124799;7.80140709665617;4.11054652963797;14.8449191739727;12.1205544167263;7.70483526120612;9.52372083547573;5.77740519514199;7.78087061646664;8.72861641135154;3461468;3461977;+;510;NC_000913.3
3367;b3331;gspJ;24.6739684722495;24.1286910771009;19.464064170184;14.9388153787524;39.3478586687697;25.3572990042094;13.9149601561759;18.835681673404;24.2253742216528;47.41971199693;27.0022860151811;31.7769801147048;12.3287946515231;14.2479267578715;14.348829042496;21.0637991609716;19.1825504716439;11.4191685953636;15.1506930209078;22.2584129768177;24.9997671931238;18.4876966244544;6.22469649317331;17.4572328227031;3462344;3462931;+;588;NC_000913.3
3368;b3332;gspK;38.1324967298402;44.8104262860446;41.0908021370551;58.7593404897594;65.5797644479495;69.2449318961102;33.3959043748221;39.3836980443901;41.2728597850381;92.7776973852978;91.6821804236381;88.2693892075133;64.4890797156593;69.2042156810901;47.1461525682011;77.233930256896;58.9178335914776;71.9407621507906;81.8137423129024;95.8823943616762;79.7611619971092;112.081660785755;60.6907908084398;55.8631450326499;3462924;3463907;+;984;NC_000913.3
3369;b3333;gspL;71.7788173738169;73.2478121983421;74.6122459857054;161.339206090526;208.662886879839;195.056146186226;104.826033176525;79.6235634375713;65.498234006691;239.160286593212;235.485052457974;218.908085234633;117.597733599143;108.894868792303;80.9683924540845;94.3970258695396;109.614574123679;94.7790993415178;91.9142043268409;135.262663474507;76.1897666838058;125.947433254095;65.3593131783197;71.5746545730827;3463922;3465085;+;1164;NC_000913.3
3370;b3334;gspM;40.375584772772;35.3312976486121;24.8707486619018;13.9428943535022;26.2319057791798;9.75280730931129;37.106560416469;24.8288531149416;27.8143185507866;28.1769303170164;23.2345251758535;19.4192656256529;26.554326941742;23.4073082450746;25.6229090044571;10.141829225653;26.0334613543738;27.4060046288726;13.1306006181201;25.6827842040204;22.6188369842549;32.3534690927951;18.6740894795199;13.9657862581625;3465082;3465543;+;462;NC_000913.3
3371;b3335;gspO;54.9556570518285;69.8008563301848;37.8467914420245;90.6288132977645;71.541561215945;76.0718970126281;47.310864530998;35.9590286492258;45.7590401964553;115.456690079482;92.310140563526;81.2078380709122;163.119436927844;185.223047852329;234.705846480827;367.446274252505;146.609492890421;230.667205626345;316.144461036277;291.071554312231;227.378834946983;317.757285732809;661.374002399664;508.00547514066;3465543;3466220;+;678;NC_000913.3
3372;b3336;bfr;47.1048489015673;40.501731450848;45.4161497304294;530.825906458335;585.44844261715;595.89652659892;51.9491845830566;41.0960327419723;43.067331949605;776.583689225085;567.67596645869;609.058785531842;3112.54646509991;4122.73937829553;3332.0030869396;4078.57563013184;2152.55619935375;4229.66004772267;3467.48860938511;3836.15186727385;2546.40485838532;3533.46101734884;10225.6201641605;9316.92515747664;3466249;3466725;-;477;NC_000913.3
3373;b3337;bfd;67.2926412879533;62.9069445938703;88.6696256641716;19.9184205050032;13.1159528895899;13.6539302330358;64.9364807288208;78.7673960887802;69.0871783358247;123.016354310876;72.8433762270001;73.263593042236;30.3478022191338;24.4250172992083;32.7973235257051;12.4822513546499;13.7018217654599;19.4125866121181;16.1607392223017;22.2584129768177;15.4760463576481;18.4876966244544;7.78087061646664;5.23716984681093;3466797;3466991;-;195;NC_000913.3
3374;b3338;chiA;465.440768908344;449.827740794524;376.305240623558;323.674333206302;387.516789919702;363.779712637311;507.432213695214;488.871556159712;510.527330819276;338.123163804196;391.84712729007;335.423678988551;222.866672546764;231.019955288345;221.38193379851;299.574032511597;312.401536252486;288.904965462699;343.415708473911;350.141957981478;491.662088131434;507.256176133467;438.841102768718;443.413713696658;3467160;3469853;-;2694;NC_000913.3
3375;b3339;tufA;148449.809769268;146482.698312179;143683.721704298;60197.4504502207;62613.174376195;63059.7015005449;160743.764396123;166545.097356238;163231.468741579;60747.4000368787;67257.0428225571;65152.5188679576;35608.4040600567;40035.6564805647;41375.8734603974;24896.6304675588;49643.0704384378;30195.7075167199;23268.4343415103;20753.4018224621;25123.575563985;23542.9261702036;45863.5637617009;33634.850479502;3470145;3471329;-;1185;NC_000913.3
3376;b3340;fusA;143612.590404686;144521.380423197;146835.81876297;42488.9787002476;42136.787196838;40950.0873303362;161436.729411901;167642.703897388;164423.895494934;51449.0130322633;56262.0887332593;57826.159563734;40460.2589398408;46052.352408603;42938.8709096692;23135.0727451339;35465.7954577164;30720.9892721067;19096.9435297536;16348.8043314726;15984.3749572416;14944.9917587933;32743.4597282149;20934.7136009855;3471400;3473514;-;2115;NC_000913.3
3377;b3341;rpsG;15433.5672793921;15432.0214217401;15242.5249190508;4156.97435939417;4123.17864474563;4309.76554998466;18108.9291472473;18618.215166811;18639.1823733561;5624.39018815761;6207.38598279221;5640.4139703601;12685.3813275979;13758.4087028332;10379.3279795255;6479.06859377295;6337.09256652521;7896.35508369392;5096.6931322334;4152.0501129833;4192.81809781819;3182.19478148421;5468.39586925275;3990.72342326993;3473542;3474081;-;540;NC_000913.3
3378;b3342;rpsL;7179.00328140315;7652.24202730915;8186.80165735906;2482.83111594865;2154.59335195354;1954.46258478598;7988.11479365537;8954.654301006;8162.15664053243;2603.96070661402;3320.65321972738;2844.92241415815;10680.5296434964;11244.667339123;8051.74292556061;5056.87208005253;5150.51480163638;6471.24284299255;4339.15848118801;3525.3901784052;3538.06229037923;2787.0202661365;4259.24857545384;3098.6588260298;3474178;3474552;-;375;NC_000913.3
3379;b3343;tusB;215.336452121451;222.328653496144;243.3008021273;77.6818399695125;73.9262799231431;63.3932475105234;207.796738332227;202.911661663488;203.67259067834;72.160431299676;69.7035755275604;68.8501235818604;158.377592831104;115.001123117106;119.915214140859;108.439558643521;78.1003840631215;98.2048499201269;93.9342967296286;119.852992952095;86.903952623716;120.170028058953;79.3648802879597;83.7947175489748;3474678;3474965;-;288;NC_000913.3
3380;b3344;tusC;783.959271004656;762.638985829797;619.606042750858;336.621306534554;364.861962201319;353.051624597069;641.943495204914;784.249291492638;812.895890548795;428.839134580932;422.617174144578;413.100741491162;241.834048933722;169.957412040324;179.3603630312;173.191237545767;171.272772068249;169.003695211381;202.009240278771;191.764788723352;138.093952114398;119.014547019925;146.280367589573;113.47201334757;3474973;3475332;-;360;NC_000913.3
3381;b3345;tusD;614.606123763307;612.696405564956;521.204385001594;343.592753711305;295.705119692573;315.015676090755;531.551477965919;519.693580716191;599.353702965336;443.958463043721;400.638569248501;402.508414786261;401.160010584175;341.950242188916;359.745642422578;301.914454640594;397.352831198337;373.40681306839;383.817556529665;380.961299026303;311.90185736183;279.626411444872;264.549600959866;326.450253784548;3475332;3475718;-;387;NC_000913.3
3382;b3346;yheO;1443.4271556266;1441.68929185678;1185.14524058454;1050.69668163892;1096.97060531116;1093.2896993738;1431.38556806529;1401.54594997101;1458.90586979287;1212.29524583456;1196.26406648651;1219.00026495576;883.879739632271;859.964150742957;835.306833545302;936.948992308406;970.088980994562;811.902887130351;914.09181226144;933.141159412741;766.659527255796;805.370284202793;816.991414728997;729.712331988989;3475718;3476440;-;723;NC_000913.3
3383;b3347;fkpA;3269.30082257307;3232.38286536448;3241.84802123398;1520.77140555699;1575.10670610439;1673.58173427782;3077.06152253569;3388.71036651513;3387.96344670226;2274.08444924408;2347.94296304098;2171.42697450483;3442.57881423299;3476.49412892064;3724.54605288789;2560.42180912255;2682.81670167705;2457.40508172225;2607.93929199894;2076.02505649165;2303.54997708069;1551.81103541514;2102.39124056928;1972.66730896545;3476607;3477419;-;813;NC_000913.3
3384;b3348;slyX;105.425138017794;117.196499517347;131.923101597914;65.7307876665106;50.0790928511615;32.1842641207273;152.136897707523;142.979947248112;139.071592753933;123.016354310876;86.0305391646467;105.923267049016;153.635748734365;180.134502581661;147.587955865673;135.744483481817;142.498946360783;163.294110913699;134.336144785383;116.428621724892;114.284650025709;136.346762605351;178.960024178733;162.352265251139;3477640;3477858;+;219;NC_000913.3
3385;b3349;slyD;11422.9258586301;11895.4447010108;11173.454170584;5163.85051592208;5266.65126484715;5259.68898191158;10941.7970028063;11489.7658207764;11178.6643491694;6915.71828732038;7356.55303878712;7184.24558759951;10156.081686397;12311.2264278551;8459.65963691156;5409.49568082139;9536.4679487601;6041.88210380688;5724.94186950038;5443.03806563872;5647.56645543711;5838.64569021049;6058.18586198092;5986.08513490489;3477907;3478497;-;591;NC_000913.3
3386;b4551;yheV;124.491386382714;127.537367121819;108.133689834356;543.772879786587;487.674975622025;542.256086397708;120.596321353524;139.555277852948;138.174356671649;593.090021063052;468.458264356397;476.654701720572;194.415607966326;212.701192313939;206.008188395835;132.623920643155;339.805179783406;157.584526616018;122.215590368657;94.1702087480748;144.04627763657;158.30090234689;164.954457069093;122.200629758922;3478592;3478792;-;201;NC_000913.3
3387;b3350;kefB;417.214375985311;412.772965211834;392.525294098711;521.862617231084;434.018804710066;425.222398685972;496.300245570273;497.433229647623;474.637887527939;450.830885072262;441.455978341216;437.816170469266;188.725395050238;239.161627721414;267.503170006532;199.716021674398;527.520137970207;253.505542817072;327.254969251609;297.920296766637;396.424879776677;403.262882620911;300.341605795612;324.704530502277;3478802;3480607;-;1806;NC_000913.3
3388;b3351;kefG;270.292109173279;275.756469452582;249.788823517361;230.057756832787;221.778839769429;205.784234226468;318.188755571222;280.822890403477;321.210517457471;247.407193027461;228.577490919207;244.506208104812;14.225532290219;15.2656358120052;34.8471562460617;47.5885832896026;89.0618414754894;46.8185912409907;103.024712542173;149.816241190119;145.236742741005;265.760638976531;182.072372425319;141.403585863895;3480607;3481161;-;555;NC_000913.3
3389;b3352;yheS;2918.25754385424;3009.1924729013;2864.46144371208;763.871426366873;801.265485618584;829.963902022391;3181.88755571222;3206.34672122263;3143.01799623888;1075.5340474666;1222.01043222192;1091.89234449694;700.84455749812;740.892191409317;743.064361129257;628.793411990487;791.965298043583;745.671709277243;773.695390267694;683.162059826943;797.611619971092;586.984367826426;708.059226098464;771.609690763476;3481289;3483202;+;1914;NC_000913.3
3390;b3353;yheT;902.84293728004;887.591136050498;906.1603208119;233.045519908537;205.085808819042;256.498832234887;959.204586765724;999.147296039201;914.283567846823;388.291844612542;434.548416802449;398.094945325885;194.415607966326;286.993953265697;282.876915409207;262.127278447647;208.267690834991;248.937875378926;328.265015453003;251.6912851994;260.711857871148;254.205828586247;389.043530823332;368.347612559035;3483202;3484224;+;1023;NC_000913.3
3391;b3354;yheU;87.4804336743393;81.8652018687353;67.0428876973005;46.8082881867575;48.8867334975624;60.46740531773;85.3450889578788;92.4660736694377;79.854011323226;83.843548748195;78.4950174859915;80.3251441788371;55.9537603415279;69.2042156810901;97.3670542169371;103.758714385527;102.763663240949;71.9407621507906;114.135220757506;103.587229622882;77.3802317882403;101.682331434499;175.847675932146;141.403585863895;3484218;3484436;+;219;NC_000913.3
3392;b3355;prkB;497.965545530855;463.615564267153;466.056203186073;912.263659129146;1039.7373563384;939.195343886677;442.495732966393;443.494686673784;523.088635971244;955.26666196714;1054.34507487184;978.907526311322;420.127386971133;419.296130303075;487.860187444864;649.077070441793;600.139793327144;522.997921667653;734.303588413334;738.808092268987;639.279761081308;752.218156407487;894.800120893663;794.30409343299;3484490;3485359;+;870;NC_000913.3
3393;b3356;yhfA;366.744895019346;385.197318266575;337.37711228319;737.977479710368;724.954486988242;728.534706005553;359.005972029338;361.30262118984;346.333127761407;813.694768179204;750.412367166079;718.512828149158;886.724846090315;1217.18002874388;829.157335384233;571.062999475231;1196.16904012465;644.041108778507;561.585687974984;734.527628234983;503.566739175779;857.366930959071;594.458515098051;509.75119842293;3485414;3485818;-;405;NC_000913.3
3394;b3357;crp;2434.87207060244;2525.75691239224;2650.35673784006;4580.24079512548;4075.48427060166;4030.83526093836;2462.02028363272;2588.19389539546;2511.36379431134;3611.45777599807;3993.19852954736;4023.31876007846;10616.9889326001;10541.4303827166;8861.42685010145;11976.7201747865;13055.0957781302;10410.856008393;13954.7983184575;12294.3487984646;10301.0945486714;11596.407707689;10944.572609122;9973.31711161027;3486120;3486752;+;633;NC_000913.3
3395;b3358;yhfK;1380.62069042451;1290.8849726249;1417.6326737284;1503.84074812774;1507.14222294924;1586.78174922495;1139.1714047856;1160.10675761193;1059.63581317674;1017.11846022401;1011.64378535946;1048.64034378526;1557.2216013693;1286.38424442497;1237.07404673519;1808.3661650049;1218.09195494939;2044.03117857008;2192.81030322606;1963.02080599396;1852.36370250003;1533.32333879068;1164.01824422341;1358.1727136063;3486791;3488893;+;2103;NC_000913.3
3396;b3359;argD;1078.92534865018;1105.61109471145;911.567005303618;260.931308615542;240.856589427015;294.534780741201;1080.72857212966;1087.33253296468;1091.93631213894;242.596497607482;284.465943369233;222.438860802934;141.306954082842;155.709485282453;148.612872225851;113.90054361118;132.907671124961;178.139030087672;152.516976410472;182.347767848545;153.569998472046;183.721485205515;143.168019342986;167.58943509795;3488960;3490180;-;1221;NC_000913.3
3397;b3360;pabA;151.408442897895;134.431278858134;143.817807479693;180.261705570279;150.237278553484;165.797724258292;124.306977395171;172.089637107009;140.8660649185;175.934003930639;194.667643365259;180.952247875402;115.700995960448;115.001123117106;73.7939779328365;227.80108722236;113.725120653317;156.442609756481;328.265015453003;422.909846559536;247.616741722369;414.817693011195;294.116909302439;490.548242317957;3490266;3490829;-;564;NC_000913.3
3398;b3361;fic;87.4804336743393;58.5982497586737;76.7749197823925;684.19774434686;617.642145164325;645.635843876407;60.2981606767622;61.6440491129584;80.7512474055094;609.583833931549;487.925028692923;563.158703143935;271.233482333508;349.074205567851;304.400158972951;834.75055934221;659.057626918622;464.760161831298;1211.04539547123;1582.05950696766;1061.89487315554;1673.13654451312;2012.13314141827;2852.51184322968;3490861;3491463;-;603;NC_000913.3
3399;b3362;yhfG;2.24308804293178;10.3408676044718;6.48802139006134;98.5961814997658;66.7721238015486;36.0853870444518;9.27664010411726;5.13700409274654;4.48618041141719;38.4855633598272;37.049648253388;30.8942862226297;56.9021291608758;47.8323255442828;51.2458180089142;74.1133674182336;39.7352831198337;53.6700923982089;106.054851146355;121.565178565697;102.379998981364;97.0604072783854;105.819840383946;160.606541968868;3491453;3491620;-;168;NC_000913.3
3400;b3363;ppiA;491.236281402059;546.342505102928;540.668449171778;245.992493236789;270.665573266992;237.968498347195;490.734261507803;509.419572530698;483.610248350773;196.55127001626;205.342965743354;192.427268472379;626.871789588982;455.933656251887;415.091125872205;806.665493794247;426.126656905803;452.199076376398;894.900934434957;838.114857857866;453.567204789532;696.755066534124;672.267221262717;539.428494221525;3491725;3492297;-;573;NC_000913.3
3401;b3364;tsgA;5317.24020576978;5098.04772900461;4526.47625646613;59.7552615150096;66.7721238015486;81.9235813982148;8220.95846026871;8116.46646653953;8371.21264770447;63.9135248654273;45.841090211819;61.7885724452593;34.1412774965255;29.5135625698766;34.8471562460617;46.808442579937;56.1774692383856;73.082679010327;47.4721714655113;62.4947748964496;99.9990687724951;92.4384831222718;70.0278355481997;64.5917614440014;3492568;3493749;+;1182;NC_000913.3
3402;b3365;nirB;35117.7864001399;34744.4534120583;33833.9502122715;19945.310372685;21503.0085828059;22153.5018031006;20915.1127787428;21423.8755687994;20855.3554965962;8899.78652696004;9558.8092493741;9670.79428157516;836.461298664875;645.227540320751;1257.57237393876;318.297409543572;826.219852457233;621.202771587779;441.390190009115;463.146208479168;679.75557463208;474.902707040671;287.892212809266;555.140003761958;3494011;3496554;+;2544;NC_000913.3
3403;b3366;nirD;2422.53508636632;2403.38997907266;2775.79181804791;1653.22890191527;1478.52559846286;1273.71663459605;1412.83228785706;1458.05299499123;1310.8619162161;471.448151157883;500.484231490682;462.53159944737;128.029790611971;121.107377441908;257.25400640475;37.4467540639496;108.244391947133;129.036605127609;68.6831416947822;64.206960510051;91.6658130414539;48.5302036391927;28.0111342192799;75.0661011376233;3496551;3496877;+;327;NC_000913.3
3404;b3367;nirC;4365.04933154524;4427.61481264802;4139.35764685913;786.777609947626;884.730640370519;813.384129596561;3796.92879461519;4075.35658024559;4027.69277337035;305.135538067201;387.451406310854;342.485230125152;150.790642276321;111.947995954705;126.064712301929;26.524784128631;31.5141900605578;41.1090069433089;26.2612012362403;29.1071554312231;39.2853484463374;31.1979880537667;12.4493929863466;10.4743396936219;3497003;3497809;+;807;NC_000913.3
3405;b3368;cysG;5484.3502649682;5428.95549234771;5302.8761494768;1205.06444055269;1346.17371021336;1417.08290204293;4821.06986210974;4875.01688401646;4862.12232989395;719.542586388198;767.995251082941;732.63593042236;631.613633685722;528.190999095379;558.579416297165;507.091461282651;671.389266507536;557.255427453743;536.334532940138;501.670384785198;516.661855324558;449.482124182047;585.121470358291;525.462707963363;3497828;3499201;+;1374;NC_000913.3
3407;b3370;frlA;8.97235217172711;12.9260845055898;18.3827272718405;32.8653938332553;27.4242651327789;25.3572990042094;13.9149601561759;15.4110122782396;11.6640690696847;23.366234897038;28.2582062949569;28.2462045464043;26.554326941742;17.3010539202725;55.3454834496274;30.425487676959;64.3985622976616;28.547921488409;25.2511550348464;32.5315266584258;19.0474416709515;23.109620780568;42.0167013289198;29.6772957985952;3499910;3501247;+;1338;NC_000913.3
3408;b3371;frlB;60.563377159158;61.1834666597916;31.3587700519631;295.788544499297;336.245337714941;322.817921938204;48.2385285414097;53.9385429738386;62.8065257598406;76.2838845168004;74.099296506776;77.6770625026117;51.2119162447882;65.1333794645554;155.787286747099;47.5885832896026;110.984756300225;98.2048499201269;59.5927258822375;47.0851043740374;63.0946505350267;78.572710653931;80.921054411253;82.0489942667045;3501268;3502290;+;1023;NC_000913.3
3409;b4474;frlC;22.4308804293178;24.9904300441402;19.464064170184;51.7878933130083;36.9631399615716;44.8629136228319;20.408608229058;17.9795143246129;25.1226103039363;32.3003835341407;27.0022860151811;15.0057961652773;24.6575893030462;29.5135625698766;39.9717380469531;28.8652062576278;52.0669227087477;28.547921488409;27.2712474376341;35.0998050788279;33.333022924165;41.5973174050223;49.7975719453865;29.6772957985952;3502340;3503170;+;831;NC_000913.3
3410;b3374;frlD;85.2373456314075;63.7686835609096;78.9375935790796;184.24538967128;181.238621747061;176.525812298534;80.7067689058201;95.890743064602;75.3678309118088;147.069831410768;163.269636370862;148.292573868622;40.779859231961;49.8677436525502;48.1710689283794;46.808442579937;78.1003840631215;76.5084295889361;103.024712542173;75.3361669984598;70.2374411616335;77.4172296149026;93.3704473975996;80.3032709844342;3503167;3503952;+;786;NC_000913.3
3411;b3375;frlR;423.943640114106;346.419064749806;353.597165758343;425.258277781818;470.981944671638;474.96171596346;416.521140674865;368.151959980168;397.475584451563;500.999565880608;487.297068553035;489.895110101699;229.505254282199;185.223047852329;161.936784908169;260.566997028316;437.088114318171;196.409699840254;289.883259800037;330.451823425062;352.377670912602;414.817693011195;390.599704946625;350.890379736332;3504052;3504783;+;732;NC_000913.3
3412;b3376;yhfS;47.1048489015673;66.3539004620275;60.5548663072392;122.49828610577;113.274138591913;99.4786345549751;50.0938565622332;51.3700409274654;71.778886582675;115.456690079482;112.40486503994;112.102124293542;54.057022702832;72.2573428434911;45.0963198478445;52.2694275475963;82.2109305927595;76.5084295889361;81.8137423129024;89.0336519072707;67.8565109527646;91.2830020832434;57.5784425618531;75.0661011376233;3504935;3506020;-;1086;NC_000913.3
3413;b3377;yhfT;61.6849211806239;89.6208525720891;63.7988770022698;74.694076893762;83.4651547519358;75.0966162816969;61.2258246871739;62.5002164617495;55.6286371015731;87.2797597624653;89.1703398640863;95.3309403441144;47.4184409673965;42.7437802736145;44.0714034876663;42.1275983219433;72.6196553569375;53.6700923982089;36.3616632501788;37.6680834992299;65.4755807438956;73.9507864978174;40.4605272056265;55.8631450326499;3506032;3507336;-;1305;NC_000913.3
3414;b3378;yhfU;11.2154402146589;16.3730403737471;4.32534759337423;8.96328922725144;9.53887482879266;1.95056146186226;7.42131208329381;11.9863428830753;9.86959690511781;13.7448440570811;7.53552167865518;13.240408381127;19.9157452063065;31.548980678144;20.4983272035657;11.7021106449842;24.6632791778278;17.1287528930454;16.1607392223017;19.6901345564156;21.4283718798204;15.0212535073692;18.6740894795199;17.4572328227031;3507348;3507701;-;354;NC_000913.3
3415;b3379;php;20.187792386386;22.4052131430223;22.7080748652147;34.8572358837556;29.8089838399771;31.2089833897961;21.3362722394697;18.835681673404;32.3004989622038;26.1152037084542;26.3743258752931;37.0731434671556;26.554326941742;19.3364720285399;20.4983272035657;29.6453469672934;21.9229148247359;28.547921488409;38.3817556529665;39.3802691128313;30.9520927152961;40.4418363659939;26.4549600959866;13.9657862581625;3507712;3508590;-;879;NC_000913.3
3416;b3380;yhfW;34.7678646654425;37.0547755826907;33.5214438486502;26.8898676817543;20.2701090111844;30.233702658865;26.90225630194;37.6713633468079;24.2253742216528;47.41971199693;30.7700468545087;40.6039190354561;28.4510645804379;22.3895991909409;24.5979926442788;16.3829549029779;27.4036435309198;23.9802540502635;27.2712474376341;20.5462273632163;34.5234880285995;20.7986587025112;32.6796565891599;17.4572328227031;3508587;3509813;-;1227;NC_000913.3
3417;b3381;yhfX;32.5247766225108;19.8199962419043;30.2774331536196;11.9510523030019;21.4624683647835;14.6292109639669;25.9745922915283;30.8220245564792;28.71155463307;24.7407193027461;30.1420867146207;24.7154289781037;13.277163470871;19.3364720285399;13.3239126823177;7.02126638699055;13.7018217654599;12.5610854549;10.1004620139386;11.1292064884088;16.6665114620825;6.93288623417039;9.33704473975996;5.23716984681093;3509813;3510976;-;1164;NC_000913.3
3418;b3382;yhfY;25.7955124937154;24.1286910771009;12.9760427801227;10.9551312777518;9.53887482879266;12.6786495021047;18.5532802082345;12.8425102318663;23.3281381393694;32.3003835341407;52.7486517505863;48.5481640641323;55.00539152218;76.3281790600258;46.1212362080228;67.8722417409086;79.4705662396675;20.5545034716545;56.562587278056;48.7972899876388;51.189999490682;38.1308742879371;54.4660943152664;59.3545915971905;3511060;3511422;-;363;NC_000913.3
3419;b3383;yhfZ;173.839323327213;188.720833781611;170.851229938282;116.522759954269;129.9671695423;118.984249173598;169.762513905346;197.774657570742;214.439423665742;316.131413312866;325.283352461949;285.110127140268;147.945535818277;160.798030553121;94.2923051364022;148.226734836467;211.008055188083;85.643764465227;153.527022611866;180.635582234943;94.0467432503228;174.477636893288;147.836541712866;125.692076323462;3511439;3512344;-;906;NC_000913.3
3420;b3384;trpS;2183.64620979409;2342.20651241287;2561.68711217588;1372.37917279472;1277.01686770462;1074.7593654861;2661.46804587124;2644.70094041568;2418.94847783615;1004.74810057263;1192.49630564718;1224.29642830821;1500.31947220843;1978.42640123587;2112.35261832745;1161.6295166921;2123.78237364629;1484.49191739727;1024.18684821337;1091.51832867087;1174.98905807682;997.180136681507;1330.52887541579;1298.81812200911;3512634;3513638;-;1005;NC_000913.3
3421;b3385;gph;1675.58676807004;1726.06315097975;1577.67053468325;1014.84352472991;1176.85868200229;1149.8559817678;1758.85096374063;1901.54768166501;1786.39703982632;1138.76033012917;1310.55281194611;1329.33700146515;738.779310272038;967.841310481127;819.933088142628;470.424847928367;796.075844573221;629.196189604534;474.721714655113;433.182960241144;529.756971473337;432.149908596621;622.469649317331;544.665664068336;3513631;3514389;-;759;NC_000913.3
3422;b3386;rpe;1187.71511873238;1179.72064587683;1248.94411758681;801.716425326379;872.807046834528;937.244782424815;1386.85769556553;1346.75123964838;1429.29707907752;1081.71922729229;1085.11512172635;1159.85977418672;951.213925805974;1175.4539575244;1152.00598884039;658.43875895778;1113.95810953189;779.929215063333;643.399430287887;510.231312853205;685.707900154252;492.234922626097;871.457509044263;792.55837015072;3514382;3515059;-;678;NC_000913.3
3423;b3387;dam;871.439704678995;888.452875017537;897.509625625152;313.7151229538;327.898822239748;340.372975094964;947.144954630372;984.592451109753;917.872512175957;312.007960095742;320.887631482733;372.496822455706;899.053640741838;795.848480332536;746.139110209791;622.552286313162;476.823397438005;616.635104149634;520.173793717836;513.655684080408;594.042087112799;576.58503847517;468.408411111291;508.00547514066;3515077;3515913;-;837;NC_000913.3
3424;b3388;damX;4799.08686785254;4923.11471869563;5601.32513341962;2115.33625763134;2145.05447712475;1927.15472431991;5831.29596944811;5939.23289856379;5150.13511230693;1803.32354028905;1962.37543714979;2058.44215631921;4614.76267494703;4842.25967956804;3993.0741392546;3556.66149536555;3433.67653442425;3603.88960869675;3277.59992352306;2757.47493070499;3194.01787519767;2612.54262924321;3884.21061174014;3723.62776108257;3516020;3517306;-;1287;NC_000913.3
3425;b3389;aroB;9055.34642931558;8537.24794645853;7781.30032048023;2531.63124618591;2648.23012434356;2936.57028083363;9398.16408948119;9493.1835633956;9679.38285567373;2509.12128262016;2304.61371338871;2409.75432536511;3379.98647215602;3294.32420823071;2307.08672676132;2352.9043803515;2681.44651950051;2654.95669842204;2328.15649421284;2284.91170135101;2336.88300000486;1710.11193776203;1700.89831675961;2075.6649826194;3517398;3518486;-;1089;NC_000913.3
3426;b3390;aroK;6834.68926681312;6948.20129123803;5712.70283394901;1660.20034909202;1888.69721610095;1923.25360139619;7188.46841668046;7749.17067390815;8314.68677452062;1579.28258215862;1884.50837980368;1612.68174082127;2589.9952456392;2434.36005748776;1785.40429943057;1890.28093951979;1700.39608109358;1914.99457344247;2004.9417097668;2064.03975719644;1749.98370351866;1767.88598971345;995.951438907729;1169.63459912111;3518543;3519064;-;522;NC_000913.3
3427;b3391;hofQ;41.4971287942379;44.8104262860446;47.5788235271165;38.8409199847562;46.5020147903642;40.9617906991074;27.8299203123518;44.5207021371367;28.71155463307;49.4814386054921;45.841090211819;48.5481640641323;37.9347527739172;46.8146164901492;37.9219053265965;34.3261912252871;50.6967405322017;31.9736720670181;43.4319866599358;40.236361919632;40.4758135507718;43.9082794830791;46.6852236987998;33.1687423631359;3519465;3520703;-;1239;NC_000913.3
3429;b3393;hofO;16.8231603219883;17.2347793407864;14.0573796784662;15.9347364040026;14.308312243189;19.5056146186226;12.9872961457642;15.4110122782396;14.355777316535;43.2962587798056;23.2345251758535;29.1288984384794;10.4320570128272;17.3010539202725;14.348829042496;3.12056283866247;15.0720039420059;13.7030023144363;13.1306006181201;11.9852992952095;8.33325573104126;9.24384831222718;4.66852236987998;3.49144656454062;3521009;3521449;-;441;NC_000913.3
3430;b3394;hofN;20.187792386386;19.8199962419043;18.3827272718405;19.9184205050032;22.6548277183826;16.5797724258292;4.63832005205863;11.9863428830753;8.97236082283438;32.3003835341407;26.3743258752931;23.8327350860286;14.225532290219;26.4604354074756;17.4235781230308;15.6028141933123;20.5527326481899;17.1287528930454;17.1707854236956;17.9779489428143;13.0951161487791;10.3993293512556;14.0055671096399;6.98289312908124;3521433;3521972;-;540;NC_000913.3
